"Hhindex" "pernum" "sex" "race" "hisp" "age" "relate" "ownership" "headsex" "headrace" "headhisp" "headage"
1784 2 2 1 1 42 11 1 1 1 1 43
1785 2 1 1 1 51 11 2 2 1 1 56
1786 2 1 1 2 25 3 2 2 1 2 52
1787 2 2 5 1 71 2 1 1 5 1 74
1788 2 2 1 1 69 2 1 1 1 1 72
1789 2 2 6 1 70 2 1 1 4 1 70
1789 3 2 4 1 39 3 1 1 4 1 70
1789 4 1 4 1 36 3 1 1 4 1 70
1790 2 1 1 1 44 3 2 2 1 1 87
1791 2 2 1 1 36 2 1 1 1 1 37
1791 3 2 1 1 16 3 1 1 1 1 37
1791 4 2 1 1 8 3 1 1 1 1 37
1792 2 2 9 1 8 3 2 1 8 1 33
1792 3 1 9 1 5 3 2 1 8 1 33
1792 4 1 9 1 2 3 2 1 8 1 33
1792 5 2 6 1 32 11 2 1 8 1 33
1793 2 2 1 1 48 2 1 1 1 1 53
1794 2 1 4 1 58 2 1 2 4 1 55
1795 2 2 7 3 55 2 2 1 1 1 58
1796 2 2 1 1 27 2 1 1 1 1 28
1796 3 1 1 1 1 3 1 1 1 1 28
1797 2 2 6 1 61 2 1 1 6 1 62
1798 2 1 1 1 57 2 1 2 1 1 50
1798 3 1 1 1 15 3 1 2 1 1 50
1799 2 1 8 1 41 7 2 1 8 1 38
1800 2 2 2 1 79 2 1 1 2 1 79
1800 3 1 2 1 56 3 1 1 2 1 79
1801 2 1 1 1 4 3 2 1 1 1 25
1801 3 1 1 1 1 3 2 1 1 1 25
1801 4 2 1 1 23 11 2 1 1 1 25
1802 2 2 1 1 34 2 1 1 1 1 40
1802 3 1 1 1 5 3 1 1 1 1 40
1802 4 1 1 1 2 3 1 1 1 1 40
1803 2 1 1 1 56 2 1 2 1 1 53
1803 3 2 1 1 10 3 1 2 1 1 53
1804 2 1 1 1 19 12 1 1 1 1 43
1805 2 2 1 1 42 2 2 1 1 1 38
1805 3 2 1 1 12 3 2 1 1 1 38
1805 4 2 1 1 8 3 2 1 1 1 38
1806 2 2 1 1 83 2 1 1 1 1 82
1807 2 1 2 1 54 2 2 2 2 1 56
1808 2 1 8 1 55 2 1 2 1 1 52
1808 3 1 8 1 21 3 1 2 1 1 52
1809 2 1 2 1 53 3 2 2 2 1 79
1810 2 1 1 1 47 2 1 2 1 1 50
1811 2 2 7 2 40 2 1 1 7 2 44
1811 3 2 7 2 21 3 1 1 7 2 44
1811 4 2 7 2 12 3 1 1 7 2 44
1812 2 2 9 1 24 3 1 2 9 1 45
1812 3 2 9 1 13 3 1 2 9 1 45
1812 4 1 9 1 9 3 1 2 9 1 45
1813 2 1 1 1 4 3 2 2 1 1 22
1813 3 1 1 1 28 11 2 2 1 1 22
1814 2 1 1 1 94 2 1 2 1 1 86
1815 2 2 1 1 52 2 1 1 1 1 55
1815 3 1 1 1 27 3 1 1 1 1 55
1816 2 2 2 1 56 2 1 1 2 1 71
1816 3 2 2 1 24 3 1 1 2 1 71
1817 2 1 1 1 27 3 1 2 1 1 55
1818 2 2 1 1 51 2 1 1 1 1 62
1819 2 1 1 1 35 2 1 2 1 1 34
1820 2 1 1 5 83 10 1 2 1 5 40
1820 3 2 1 5 79 10 1 2 1 5 40
1821 2 2 2 1 47 11 2 1 2 1 55
1822 2 2 6 1 41 2 1 1 6 1 41
1822 3 1 6 1 11 3 1 1 6 1 41
1823 2 1 2 1 28 2 2 2 2 1 25
1824 2 2 1 1 56 2 1 1 1 1 71
1824 3 1 1 1 34 3 1 1 1 1 71
1824 4 1 1 1 14 9 1 1 1 1 71
1825 2 2 1 1 61 2 1 1 1 1 64
1826 2 2 1 1 62 2 1 1 1 1 60
1827 2 2 1 1 56 2 1 1 1 1 55
1828 2 2 1 1 82 2 1 1 1 1 85
1829 2 2 1 1 54 2 1 1 1 1 51
1830 2 2 1 1 36 11 2 1 1 1 30
1831 2 2 1 1 55 2 1 1 1 1 58
1831 3 1 1 1 28 3 1 1 1 1 58
1831 4 2 1 1 22 12 1 1 1 1 58
1832 2 1 1 1 76 2 1 2 1 1 76
1833 2 1 1 1 17 3 1 2 1 1 61
1834 2 2 1 1 32 2 1 1 1 1 37
1834 3 1 1 1 6 3 1 1 1 1 37
1834 4 2 1 1 2 3 1 1 1 1 37
1834 5 2 1 1 1 3 1 1 1 1 37
1835 2 2 1 1 41 11 1 1 2 1 37
1836 2 2 1 1 65 2 1 1 1 1 72
1837 2 2 1 1 40 2 1 1 1 1 40
1837 3 2 1 1 13 3 1 1 1 1 40
1837 4 1 1 1 10 3 1 1 1 1 40
1838 2 2 1 2 48 2 2 1 1 2 60
1838 3 1 1 2 21 3 2 1 1 2 60
1839 2 2 1 1 40 2 1 1 1 1 41
1839 3 2 1 1 12 3 1 1 1 1 41
1839 4 2 1 1 7 3 1 1 1 1 41
1839 5 1 1 1 4 3 1 1 1 1 41
1839 6 2 1 1 3 3 1 1 1 1 41
1840 2 1 2 1 29 2 2 2 2 1 29
1840 3 1 2 1 2 3 2 2 2 1 29
1841 2 1 1 2 28 2 1 2 1 2 37
1841 3 1 1 2 19 3 1 2 1 2 37
1841 4 1 1 2 15 3 1 2 1 2 37
1841 5 2 1 2 13 3 1 2 1 2 37
1842 2 2 1 1 31 2 1 1 1 1 35
1842 3 1 1 1 5 3 1 1 1 1 35
1843 2 2 5 1 40 2 1 1 5 1 51
1844 2 1 1 1 36 2 2 2 1 1 29
1844 3 2 1 1 8 3 2 2 1 1 29
1844 4 1 1 1 5 3 2 2 1 1 29
1844 5 2 1 1 4 3 2 2 1 1 29
1844 6 1 1 1 10 3 2 2 1 1 29
1845 2 2 1 1 66 2 1 1 1 1 68
1846 2 1 1 1 58 2 1 2 1 1 52
1846 3 1 1 1 30 3 1 2 1 1 52
1847 2 2 9 1 17 3 2 2 8 1 45
1848 2 2 1 1 38 2 1 1 1 1 38
1848 3 2 1 1 4 3 1 1 1 1 38
1848 4 1 1 1 3 3 1 1 1 1 38
1849 2 2 1 2 76 2 1 1 1 2 77
1850 2 2 1 1 26 2 2 1 1 1 29
1850 3 2 1 1 2 3 2 1 1 1 29
1851 2 2 1 1 57 2 1 1 1 1 60
1852 2 2 1 1 63 2 1 1 1 1 65
1853 2 2 1 1 45 2 1 1 1 1 46
1853 3 2 1 1 14 3 1 1 1 1 46
1853 4 1 1 1 12 3 1 1 1 1 46
1853 5 1 1 1 5 3 1 1 1 1 46
1854 2 2 3 1 82 5 1 1 3 1 51
1854 3 1 3 1 55 10 1 1 3 1 51
1854 4 1 3 1 47 10 1 1 3 1 51
1855 2 1 1 1 7 3 1 2 1 1 29
1856 2 2 6 1 38 2 1 1 6 1 40
1856 3 2 6 1 11 3 1 1 6 1 40
1856 4 1 6 1 10 3 1 1 6 1 40
1857 2 2 4 1 43 2 1 1 4 1 47
1857 3 1 4 1 12 3 1 1 4 1 47
1857 4 1 4 1 4 3 1 1 4 1 47
1858 2 2 1 1 36 2 1 1 1 1 38
1858 3 1 1 1 8 3 1 1 1 1 38
1858 4 1 1 1 5 3 1 1 1 1 38
1859 2 2 8 1 43 2 1 1 2 1 43
1859 3 1 2 1 7 3 1 1 2 1 43
1860 2 1 1 1 44 3 1 2 1 1 66
1860 3 1 1 1 17 9 1 2 1 1 66
1861 2 2 1 2 12 3 1 2 1 1 47
1862 2 2 1 1 52 2 1 1 1 1 40
1862 3 1 1 1 18 3 1 1 1 1 40
1862 4 1 1 1 21 3 1 1 1 1 40
1863 2 2 1 1 42 2 2 1 1 1 48
1864 2 1 1 2 13 3 2 2 1 2 45
1865 2 2 2 1 29 11 2 2 2 1 28
1866 2 2 1 1 68 2 1 1 1 1 71
1867 2 2 2 1 53 2 2 1 1 1 62
1868 2 2 1 1 47 2 1 1 1 1 49
1868 3 1 1 1 20 3 1 1 1 1 49
1868 4 1 1 1 18 3 1 1 1 1 49
1868 5 2 1 1 15 3 1 1 1 1 49
1869 2 2 1 1 56 2 1 1 1 1 58
1869 3 2 1 1 85 5 1 1 1 1 58
1870 2 2 1 1 67 2 1 1 1 1 69
1870 3 2 1 1 21 9 1 1 1 1 69
1870 4 2 1 1 20 9 1 1 1 1 69
1871 2 2 1 1 54 2 1 1 1 1 55
1872 2 2 1 1 74 2 1 1 1 1 83
1873 2 2 7 2 43 2 1 1 7 2 48
1873 3 2 7 2 23 3 1 1 7 2 48
1873 4 2 7 2 21 3 1 1 7 2 48
1874 2 2 1 1 64 2 1 1 1 1 62
1874 3 1 8 1 19 9 1 1 1 1 62
1875 2 1 1 1 47 2 1 2 1 1 43
1875 3 2 1 1 17 3 1 2 1 1 43
1876 2 2 2 1 54 7 1 2 2 1 63
1876 3 2 2 1 15 9 1 2 2 1 63
1877 2 2 1 1 43 2 2 1 1 1 43
1877 3 2 1 1 15 3 2 1 1 1 43
1877 4 1 1 1 11 3 2 1 1 1 43
1878 2 1 1 1 52 11 1 1 1 1 54
1879 2 2 2 3 5 3 2 2 1 3 22
1879 3 2 2 3 2 3 2 2 1 3 22
1880 2 2 2 1 34 2 2 1 2 1 36
1880 3 2 2 1 11 3 2 1 2 1 36
1880 4 1 2 1 6 3 2 1 2 1 36
1881 2 2 1 1 32 2 1 1 1 1 43
1881 3 2 1 1 3 3 1 1 1 1 43
1882 2 2 1 1 21 3 2 2 1 1 49
1883 2 1 1 1 64 2 1 2 1 1 61
1884 2 1 1 1 68 2 1 2 1 1 57
1885 2 1 1 1 68 2 1 2 1 1 71
1886 2 1 1 1 66 2 1 2 1 1 62
1886 3 1 1 1 45 3 1 2 1 1 62
1886 4 2 1 2 17 9 1 2 1 1 62
1886 5 2 1 1 11 9 1 2 1 1 62
1887 2 1 1 1 46 2 1 2 1 1 44
1887 3 1 1 1 16 3 1 2 
